gene,biotype
ENSG00000274800,unprocessed_pseudogene
ENSG00000197124,protein_coding
ENSG00000268070,processed_pseudogene
ENSG00000274033,unprocessed_pseudogene
ENSG00000269154,processed_pseudogene
ENSG00000213988,protein_coding
ENSG00000240673,processed_pseudogene
ENSG00000274612,processed_pseudogene
ENSG00000267383,lncRNA
ENSG00000224864,transcribed_processed_pseudogene
ENSG00000267220,transcribed_unprocessed_pseudogene
ENSG00000270716,processed_pseudogene
ENSG00000256229,protein_coding
ENSG00000267641,processed_pseudogene
ENSG00000267771,unprocessed_pseudogene
ENSG00000279039,TEC
ENSG00000280079,TEC
ENSG00000271524,processed_pseudogene
ENSG00000268620,unprocessed_pseudogene
ENSG00000213985,processed_pseudogene
ENSG00000269055,processed_pseudogene
ENSG00000269274,unprocessed_pseudogene
ENSG00000271638,processed_pseudogene
ENSG00000276294,unprocessed_pseudogene
ENSG00000231205,transcribed_unprocessed_pseudogene
ENSG00000271704,processed_pseudogene
ENSG00000268461,unprocessed_pseudogene
ENSG00000238517,miRNA
ENSG00000268174,processed_pseudogene
ENSG00000269043,lncRNA
ENSG00000268335,processed_pseudogene
ENSG00000237440,protein_coding
ENSG00000269110,lncRNA
ENSG00000268272,unprocessed_pseudogene
ENSG00000268560,lncRNA
ENSG00000188171,protein_coding
ENSG00000280171,unprocessed_pseudogene
ENSG00000269779,unprocessed_pseudogene
ENSG00000268416,lncRNA
ENSG00000269885,unprocessed_pseudogene
ENSG00000160229,protein_coding
ENSG00000269040,processed_pseudogene
ENSG00000269373,unprocessed_pseudogene
ENSG00000105750,protein_coding
ENSG00000279404,TEC
ENSG00000269012,unprocessed_pseudogene
ENSG00000268326,lncRNA
ENSG00000118620,protein_coding
ENSG00000271598,processed_pseudogene
ENSG00000268598,unprocessed_pseudogene
ENSG00000160352,protein_coding
ENSG00000201035,rRNA_pseudogene
ENSG00000268357,unprocessed_pseudogene
ENSG00000196705,protein_coding
ENSG00000240522,processed_pseudogene
ENSG00000268995,unprocessed_pseudogene
ENSG00000268892,unprocessed_pseudogene
ENSG00000269839,unprocessed_pseudogene
ENSG00000242291,processed_pseudogene
ENSG00000268747,processed_pseudogene
ENSG00000268521,unprocessed_pseudogene
ENSG00000182141,protein_coding
ENSG00000268322,processed_pseudogene
ENSG00000172687,protein_coding
ENSG00000268731,processed_pseudogene
ENSG00000213976,unprocessed_pseudogene
ENSG00000196268,protein_coding
ENSG00000269237,protein_coding
ENSG00000268119,lncRNA
ENSG00000268658,lncRNA
ENSG00000197013,protein_coding
ENSG00000268705,processed_pseudogene
ENSG00000268081,lncRNA
ENSG00000268555,lncRNA
ENSG00000268240,lncRNA
ENSG00000274503,unprocessed_pseudogene
ENSG00000271182,processed_pseudogene
ENSG00000268278,unprocessed_pseudogene
ENSG00000268433,processed_pseudogene
ENSG00000268535,processed_pseudogene
ENSG00000268117,unprocessed_pseudogene
ENSG00000197020,protein_coding
ENSG00000269845,transcribed_processed_pseudogene
ENSG00000268184,lncRNA
ENSG00000269136,processed_pseudogene
ENSG00000198521,protein_coding
ENSG00000268438,processed_pseudogene
ENSG00000160321,protein_coding
ENSG00000269615,processed_pseudogene
ENSG00000279377,TEC
ENSG00000271095,processed_pseudogene
ENSG00000269504,lncRNA
ENSG00000197134,protein_coding
ENSG00000269742,processed_pseudogene
ENSG00000269505,processed_pseudogene
ENSG00000268116,processed_pseudogene
ENSG00000268140,processed_pseudogene
ENSG00000269575,processed_pseudogene
ENSG00000269345,unprocessed_pseudogene
ENSG00000196109,protein_coding
ENSG00000268079,processed_pseudogene
ENSG00000282732,unprocessed_pseudogene
ENSG00000267872,lncRNA
ENSG00000268597,lncRNA
ENSG00000196350,protein_coding
ENSG00000270191,processed_pseudogene
ENSG00000268685,processed_pseudogene
ENSG00000236312,processed_pseudogene
ENSG00000197360,protein_coding
ENSG00000269796,lncRNA
ENSG00000268830,processed_pseudogene
ENSG00000270947,lncRNA
ENSG00000268717,processed_pseudogene
ENSG00000269138,unprocessed_pseudogene
ENSG00000270317,processed_pseudogene
ENSG00000286157,lncRNA
ENSG00000260599,lncRNA
ENSG00000269364,lncRNA
ENSG00000207397,snRNA
ENSG00000271149,unprocessed_pseudogene
ENSG00000269332,transcribed_unprocessed_pseudogene
ENSG00000240713,misc_RNA
ENSG00000268823,lncRNA
ENSG00000269025,transcribed_processed_pseudogene
ENSG00000269316,processed_pseudogene
ENSG00000268038,lncRNA
ENSG00000268589,unprocessed_pseudogene
ENSG00000229676,protein_coding
ENSG00000268981,lncRNA
ENSG00000198153,unprocessed_pseudogene
ENSG00000241282,processed_pseudogene
ENSG00000270475,processed_pseudogene
ENSG00000268789,unprocessed_pseudogene
ENSG00000213973,protein_coding
ENSG00000279966,unprocessed_pseudogene
ENSG00000270518,unprocessed_pseudogene
ENSG00000269509,processed_pseudogene
ENSG00000268696,protein_coding
ENSG00000271655,processed_pseudogene
ENSG00000268541,unprocessed_pseudogene
ENSG00000268296,lncRNA
ENSG00000269458,unprocessed_pseudogene
ENSG00000269067,protein_coding
ENSG00000271661,processed_pseudogene
ENSG00000261558,lncRNA
ENSG00000261615,lncRNA
ENSG00000269543,lncRNA
ENSG00000267886,lncRNA
ENSG00000183850,protein_coding
ENSG00000270479,processed_pseudogene
ENSG00000268105,processed_pseudogene
ENSG00000267920,processed_pseudogene
ENSG00000269471,processed_pseudogene
ENSG00000196081,protein_coding
ENSG00000283201,protein_coding
ENSG00000268469,processed_pseudogene
ENSG00000269837,transcribed_processed_pseudogene
ENSG00000269107,lncRNA
ENSG00000284428,lncRNA
ENSG00000268794,unprocessed_pseudogene
ENSG00000268148,unprocessed_pseudogene
ENSG00000167232,protein_coding
ENSG00000267934,lncRNA
ENSG00000269431,processed_pseudogene
ENSG00000268992,processed_pseudogene
ENSG00000269416,lncRNA
ENSG00000268908,unprocessed_pseudogene
ENSG00000275201,unprocessed_pseudogene
ENSG00000268100,unprocessed_pseudogene
ENSG00000197372,protein_coding
ENSG00000268455,unprocessed_pseudogene
ENSG00000240231,processed_pseudogene
ENSG00000269320,unprocessed_pseudogene
ENSG00000196172,protein_coding
ENSG00000233836,transcribed_unprocessed_pseudogene
ENSG00000269662,processed_pseudogene
ENSG00000267924,lncRNA
ENSG00000225178,processed_pseudogene
ENSG00000277493,unprocessed_pseudogene
ENSG00000287399,lncRNA
ENSG00000213967,protein_coding
ENSG00000269289,lncRNA
ENSG00000269397,lncRNA
ENSG00000269421,unprocessed_pseudogene
ENSG00000201966,rRNA_pseudogene
ENSG00000268362,lncRNA
ENSG00000213096,protein_coding
ENSG00000279425,TEC
ENSG00000268058,processed_pseudogene
ENSG00000276030,lncRNA
ENSG00000268442,processed_pseudogene
ENSG00000267696,lncRNA
ENSG00000279882,TEC
ENSG00000261824,lncRNA
ENSG00000261770,lncRNA
ENSG00000267575,lncRNA
ENSG00000281468,lncRNA
ENSG00000267264,processed_pseudogene
ENSG00000267323,processed_pseudogene
ENSG00000266977,lncRNA
ENSG00000267389,unprocessed_pseudogene
ENSG00000267623,transcribed_unprocessed_pseudogene
ENSG00000267768,processed_pseudogene
ENSG00000267630,transcribed_unprocessed_pseudogene
ENSG00000266906,processed_pseudogene
ENSG00000267509,lncRNA
ENSG00000266928,lncRNA
ENSG00000267320,lncRNA
ENSG00000267238,lncRNA
ENSG00000260725,lncRNA
ENSG00000283403,lncRNA
ENSG00000267243,lncRNA
ENSG00000266893,lncRNA
ENSG00000267423,lncRNA
ENSG00000267537,lncRNA
ENSG00000266976,lncRNA
ENSG00000283269,transcribed_unprocessed_pseudogene
ENSG00000267799,processed_pseudogene
ENSG00000267617,lncRNA
ENSG00000267339,lncRNA
ENSG00000267683,lncRNA
ENSG00000267027,lncRNA
ENSG00000267240,lncRNA
ENSG00000252272,rRNA_pseudogene
ENSG00000267014,lncRNA
ENSG00000288017,lncRNA
ENSG00000169021,protein_coding
ENSG00000267498,lncRNA
ENSG00000276251,lncRNA
ENSG00000276631,lncRNA
ENSG00000241604,misc_RNA
ENSG00000287272,lncRNA
ENSG00000264515,lncRNA
ENSG00000267574,lncRNA
ENSG00000266248,lncRNA
ENSG00000279387,TEC
ENSG00000187135,protein_coding
ENSG00000105171,protein_coding
ENSG00000166289,protein_coding
ENSG00000131943,protein_coding
ENSG00000286867,lncRNA
ENSG00000105173,protein_coding
ENSG00000286538,lncRNA
ENSG00000267433,unprocessed_pseudogene
ENSG00000278895,TEC
ENSG00000267258,processed_pseudogene
ENSG00000105176,protein_coding
ENSG00000242100,processed_pseudogene
ENSG00000267006,lncRNA
ENSG00000267692,processed_pseudogene
ENSG00000266910,processed_pseudogene
ENSG00000287859,lncRNA
ENSG00000288072,lncRNA
ENSG00000267223,lncRNA
ENSG00000198597,protein_coding
ENSG00000280061,TEC
ENSG00000267760,lncRNA
ENSG00000267081,lncRNA
ENSG00000261316,lncRNA
ENSG00000267378,lncRNA
ENSG00000284430,lncRNA
ENSG00000121297,protein_coding
ENSG00000267777,lncRNA
ENSG00000267662,lncRNA
ENSG00000278875,TEC
ENSG00000267636,lncRNA
ENSG00000267599,lncRNA
ENSG00000267407,lncRNA
ENSG00000261400,lncRNA
ENSG00000267465,lncRNA
ENSG00000252780,rRNA_pseudogene
ENSG00000201894,snRNA
ENSG00000267489,lncRNA
ENSG00000267779,lncRNA
ENSG00000267204,lncRNA
ENSG00000267133,lncRNA
ENSG00000286041,lncRNA
ENSG00000200738,rRNA_pseudogene
ENSG00000168813,protein_coding
ENSG00000267213,lncRNA
ENSG00000178904,protein_coding
ENSG00000105185,protein_coding
ENSG00000105186,protein_coding
ENSG00000201388,snoRNA
ENSG00000242325,processed_pseudogene
ENSG00000242436,misc_RNA
ENSG00000267557,lncRNA
ENSG00000186326,protein_coding
ENSG00000267475,lncRNA
ENSG00000213965,protein_coding
ENSG00000267567,lncRNA
ENSG00000173809,protein_coding
ENSG00000267245,processed_pseudogene
ENSG00000021488,protein_coding
ENSG00000267555,lncRNA
ENSG00000201967,misc_RNA
ENSG00000121289,protein_coding
ENSG00000239988,processed_pseudogene
ENSG00000131944,protein_coding
ENSG00000131941,protein_coding
ENSG00000267611,processed_pseudogene
ENSG00000267725,processed_pseudogene
ENSG00000076650,protein_coding
ENSG00000166359,protein_coding
ENSG00000130881,protein_coding
ENSG00000267054,lncRNA
ENSG00000273420,lncRNA
ENSG00000130876,protein_coding
ENSG00000267714,lncRNA
ENSG00000270212,lncRNA
ENSG00000245848,protein_coding
ENSG00000267580,lncRNA
ENSG00000267727,lncRNA
ENSG00000267296,lncRNA
ENSG00000267130,lncRNA
ENSG00000243864,processed_pseudogene
ENSG00000266899,processed_pseudogene
ENSG00000153879,protein_coding
ENSG00000124299,protein_coding
ENSG00000266985,lncRNA
ENSG00000232429,processed_pseudogene
ENSG00000124302,protein_coding
ENSG00000153885,protein_coding
ENSG00000277013,lncRNA
ENSG00000240626,misc_RNA
ENSG00000287526,lncRNA
ENSG00000239253,processed_pseudogene
ENSG00000249987,processed_pseudogene
ENSG00000186008,processed_pseudogene
ENSG00000270849,processed_pseudogene
ENSG00000257103,protein_coding
ENSG00000166398,protein_coding
ENSG00000257074,processed_pseudogene
ENSG00000267219,lncRNA
ENSG00000105220,protein_coding
ENSG00000266953,protein_coding
ENSG00000126249,protein_coding
ENSG00000264317,misc_RNA
ENSG00000267024,lncRNA
ENSG00000126261,protein_coding
ENSG00000142279,protein_coding
ENSG00000239210,processed_pseudogene
ENSG00000248830,unprocessed_pseudogene
ENSG00000268751,lncRNA
ENSG00000205209,protein_coding
ENSG00000271049,processed_pseudogene
ENSG00000252230,snoRNA
ENSG00000268683,lncRNA
ENSG00000279971,TEC
ENSG00000269811,processed_pseudogene
ENSG00000279329,TEC
ENSG00000089335,protein_coding
ENSG00000274104,lncRNA
ENSG00000197841,protein_coding
ENSG00000153896,protein_coding
ENSG00000270281,processed_pseudogene
ENSG00000267767,lncRNA
ENSG00000261754,lncRNA
ENSG00000271666,processed_pseudogene
ENSG00000269086,lncRNA
ENSG00000271109,lncRNA
ENSG00000270624,processed_pseudogene
ENSG00000271171,lncRNA
ENSG00000269037,lncRNA
ENSG00000270876,lncRNA
ENSG00000168661,protein_coding
ENSG00000280106,TEC
ENSG00000180884,protein_coding
ENSG00000089351,protein_coding
ENSG00000269303,lncRNA
ENSG00000271032,lncRNA
ENSG00000105711,protein_coding
ENSG00000105707,protein_coding
ENSG00000227392,lncRNA
ENSG00000179066,lncRNA
ENSG00000285526,protein_coding
ENSG00000089356,protein_coding
ENSG00000284065,miRNA
ENSG00000153902,protein_coding
ENSG00000279619,TEC
ENSG00000221857,lncRNA
ENSG00000266964,protein_coding
ENSG00000221946,protein_coding
ENSG00000089327,protein_coding
ENSG00000177558,protein_coding
ENSG00000262497,unprocessed_pseudogene
ENSG00000105699,protein_coding
ENSG00000271366,lncRNA
ENSG00000268947,lncRNA
ENSG00000105698,protein_coding
ENSG00000105697,protein_coding
ENSG00000105695,protein_coding
ENSG00000012124,protein_coding
ENSG00000269553,lncRNA
ENSG00000284034,miRNA
ENSG00000126266,protein_coding
ENSG00000185897,protein_coding
ENSG00000126251,protein_coding
ENSG00000268222,processed_pseudogene
ENSG00000205786,lncRNA
ENSG00000283479,transcribed_unprocessed_pseudogene
ENSG00000264400,misc_RNA
ENSG00000233214,lncRNA
ENSG00000232680,lncRNA
ENSG00000126262,protein_coding
ENSG00000188508,protein_coding
ENSG00000161249,protein_coding
ENSG00000189001,protein_coding
ENSG00000105679,protein_coding
ENSG00000236144,lncRNA
ENSG00000105677,protein_coding
ENSG00000105675,protein_coding
ENSG00000283907,lncRNA
ENSG00000283758,protein_coding
ENSG00000224910,lncRNA
ENSG00000267626,lncRNA
ENSG00000249115,protein_coding
ENSG00000126254,protein_coding
ENSG00000105672,protein_coding
ENSG00000126267,protein_coding
ENSG00000105668,protein_coding
ENSG00000226510,lncRNA
ENSG00000267190,processed_pseudogene
ENSG00000011590,protein_coding
ENSG00000272333,protein_coding
ENSG00000126246,protein_coding
ENSG00000267120,protein_coding
ENSG00000161265,protein_coding
ENSG00000205155,protein_coding
ENSG00000188223,protein_coding
ENSG00000267439,lncRNA
ENSG00000267796,protein_coding
ENSG00000267328,lncRNA
ENSG00000004776,protein_coding
ENSG00000167595,protein_coding
ENSG00000267049,lncRNA
ENSG00000004777,protein_coding
ENSG00000225872,transcribed_unitary_pseudogene
ENSG00000250799,protein_coding
ENSG00000161270,protein_coding
ENSG00000126259,protein_coding
ENSG00000105290,protein_coding
ENSG00000243968,misc_RNA
ENSG00000167604,protein_coding
ENSG00000280194,TEC
ENSG00000126264,protein_coding
ENSG00000011600,protein_coding
ENSG00000126243,protein_coding
ENSG00000267786,lncRNA
ENSG00000267113,processed_pseudogene
ENSG00000267388,lncRNA
ENSG00000205138,protein_coding
ENSG00000181392,protein_coding
ENSG00000248101,lncRNA
ENSG00000239382,protein_coding
ENSG00000267698,lncRNA
ENSG00000105270,protein_coding
ENSG00000161277,protein_coding
ENSG00000075702,protein_coding
ENSG00000280023,TEC
ENSG00000105261,protein_coding
ENSG00000105258,protein_coding
ENSG00000105254,protein_coding
ENSG00000279504,TEC
ENSG00000126247,protein_coding
ENSG00000270760,lncRNA
ENSG00000161281,protein_coding
ENSG00000267005,processed_pseudogene
ENSG00000196357,protein_coding
ENSG00000200179,misc_RNA
ENSG00000167635,protein_coding
ENSG00000232677,lncRNA
ENSG00000267053,lncRNA
ENSG00000142065,protein_coding
ENSG00000266973,lncRNA
ENSG00000267363,lncRNA
ENSG00000181007,protein_coding
ENSG00000267142,processed_pseudogene
ENSG00000186017,protein_coding
ENSG00000267309,lncRNA
ENSG00000267091,processed_pseudogene
ENSG00000254004,protein_coding
ENSG00000228629,lncRNA
ENSG00000186020,protein_coding
ENSG00000233527,lncRNA
ENSG00000161298,protein_coding
ENSG00000197808,protein_coding
ENSG00000276071,lncRNA
ENSG00000225975,lncRNA
ENSG00000189042,protein_coding
ENSG00000267041,protein_coding
ENSG00000267260,lncRNA
ENSG00000267353,lncRNA
ENSG00000267254,lncRNA
ENSG00000197863,protein_coding
ENSG00000251247,protein_coding
ENSG00000206669,misc_RNA
ENSG00000185869,protein_coding
ENSG00000243297,processed_pseudogene
ENSG00000198453,protein_coding
ENSG00000197050,protein_coding
ENSG00000275547,unprocessed_pseudogene
ENSG00000267345,lncRNA
ENSG00000267672,lncRNA
ENSG00000267360,protein_coding
ENSG00000196967,protein_coding
ENSG00000267437,lncRNA
ENSG00000245680,protein_coding
ENSG00000188283,protein_coding
ENSG00000267605,lncRNA
ENSG00000226686,lncRNA
ENSG00000286449,lncRNA
ENSG00000181666,protein_coding
ENSG00000276846,lncRNA
ENSG00000267682,lncRNA
ENSG00000189164,protein_coding
ENSG00000279936,TEC
ENSG00000196437,protein_coding
ENSG00000171827,protein_coding
ENSG00000266916,lncRNA
ENSG00000267115,lncRNA
ENSG00000188227,protein_coding
ENSG00000180458,lncRNA
ENSG00000267470,lncRNA
ENSG00000171817,protein_coding
ENSG00000180479,protein_coding
ENSG00000120784,protein_coding
ENSG00000196381,protein_coding
ENSG00000267552,protein_coding
ENSG00000267319,processed_pseudogene
ENSG00000198182,protein_coding
ENSG00000267152,lncRNA
ENSG00000287496,lncRNA
ENSG00000189144,protein_coding
ENSG00000267422,transcribed_processed_pseudogene
ENSG00000267640,transcribed_unprocessed_pseudogene
ENSG00000225868,transcribed_unprocessed_pseudogene
ENSG00000171804,protein_coding
ENSG00000105738,protein_coding
ENSG00000268051,lncRNA
ENSG00000268764,lncRNA
ENSG00000269653,lncRNA
ENSG00000268499,lncRNA
ENSG00000275132,misc_RNA
ENSG00000011332,protein_coding
ENSG00000167642,protein_coding
ENSG00000167641,protein_coding
ENSG00000267748,protein_coding
ENSG00000286037,lncRNA
ENSG00000200209,misc_RNA
ENSG00000167645,protein_coding
ENSG00000167644,protein_coding
ENSG00000099337,protein_coding
ENSG00000099338,protein_coding
ENSG00000266963,lncRNA
ENSG00000099341,protein_coding
ENSG00000179168,protein_coding
ENSG00000267090,lncRNA
ENSG00000188766,protein_coding
ENSG00000130244,protein_coding
ENSG00000171777,protein_coding
ENSG00000196218,protein_coding
ENSG00000269445,lncRNA
ENSG00000268055,lncRNA
ENSG00000104814,protein_coding
ENSG00000267291,lncRNA
ENSG00000178982,protein_coding
ENSG00000130402,protein_coding
ENSG00000267375,lncRNA
ENSG00000182472,protein_coding
ENSG00000267892,lncRNA
ENSG00000205076,protein_coding
ENSG00000178934,protein_coding
ENSG00000207296,snRNA
ENSG00000171747,protein_coding
ENSG00000104823,protein_coding
ENSG00000268083,protein_coding
ENSG00000268756,lncRNA
ENSG00000104824,protein_coding
ENSG00000269688,lncRNA
ENSG00000187994,protein_coding
ENSG00000269050,lncRNA
ENSG00000068903,protein_coding
ENSG00000104825,protein_coding
ENSG00000262484,protein_coding
ENSG00000104835,protein_coding
ENSG00000269547,protein_coding
ENSG00000128626,protein_coding
ENSG00000269486,lncRNA
ENSG00000269190,protein_coding
ENSG00000287271,lncRNA
ENSG00000161243,protein_coding
ENSG00000267992,lncRNA
ENSG00000183760,protein_coding
ENSG00000130669,protein_coding
ENSG00000269172,lncRNA
ENSG00000188505,protein_coding
ENSG00000179751,protein_coding
ENSG00000268510,unprocessed_pseudogene
ENSG00000197110,protein_coding
ENSG00000272395,polymorphic_pseudogene
ENSG00000213926,processed_pseudogene
ENSG00000272311,unprocessed_pseudogene
ENSG00000183709,protein_coding
ENSG00000182393,protein_coding
ENSG00000128011,protein_coding
ENSG00000130755,protein_coding
ENSG00000269246,lncRNA
ENSG00000179134,protein_coding
ENSG00000241983,misc_RNA
ENSG00000006712,protein_coding
ENSG00000063322,protein_coding
ENSG00000128016,protein_coding
ENSG00000266559,miRNA
ENSG00000090924,protein_coding
ENSG00000105193,protein_coding
ENSG00000196235,protein_coding
ENSG00000105197,protein_coding
ENSG00000090932,protein_coding
ENSG00000186838,protein_coding
ENSG00000176401,protein_coding
ENSG00000269792,lncRNA
ENSG00000269584,processed_pseudogene
ENSG00000176396,protein_coding
ENSG00000269588,unprocessed_pseudogene
ENSG00000269188,unprocessed_pseudogene
ENSG00000244253,processed_pseudogene
ENSG00000243581,processed_pseudogene
ENSG00000239320,processed_pseudogene
ENSG00000105198,protein_coding
ENSG00000269519,processed_pseudogene
ENSG00000268153,transcribed_unprocessed_pseudogene
ENSG00000268243,processed_pseudogene
ENSG00000249861,protein_coding
ENSG00000226025,transcribed_unprocessed_pseudogene
ENSG00000269460,lncRNA
ENSG00000268088,transcribed_unprocessed_pseudogene
ENSG00000240320,processed_pseudogene
ENSG00000006659,protein_coding
ENSG00000278813,unprocessed_pseudogene
ENSG00000105205,protein_coding
ENSG00000213921,protein_coding
ENSG00000276445,lncRNA
ENSG00000105204,protein_coding
ENSG00000277759,miRNA
ENSG00000105202,protein_coding
ENSG00000275395,protein_coding
ENSG00000187534,processed_pseudogene
ENSG00000013275,protein_coding
ENSG00000187187,protein_coding
ENSG00000269069,processed_pseudogene
ENSG00000128000,protein_coding
ENSG00000269749,lncRNA
ENSG00000197782,protein_coding
ENSG00000269296,lncRNA
ENSG00000230086,unitary_pseudogene
ENSG00000130758,protein_coding
ENSG00000174521,protein_coding
ENSG00000105219,protein_coding
ENSG00000105221,protein_coding
ENSG00000205041,lncRNA
ENSG00000207631,miRNA
ENSG00000206674,snRNA
ENSG00000160392,protein_coding
ENSG00000207281,misc_RNA
ENSG00000206925,misc_RNA
ENSG00000105223,protein_coding
ENSG00000279759,TEC
ENSG00000275652,miRNA
ENSG00000160396,protein_coding
ENSG00000105227,protein_coding
ENSG00000197019,protein_coding
ENSG00000277453,lncRNA
ENSG00000167565,protein_coding
ENSG00000268366,lncRNA
ENSG00000090013,protein_coding
ENSG00000277510,misc_RNA
ENSG00000160460,protein_coding
ENSG00000160410,protein_coding
ENSG00000090006,protein_coding
ENSG00000105245,protein_coding
ENSG00000123815,protein_coding
ENSG00000223284,snRNA
ENSG00000086544,protein_coding
ENSG00000188493,protein_coding
ENSG00000077312,protein_coding
ENSG00000268975,protein_coding
ENSG00000261857,protein_coding
ENSG00000167578,protein_coding
ENSG00000171570,protein_coding
ENSG00000282951,lncRNA
ENSG00000269858,protein_coding
ENSG00000268797,protein_coding
ENSG00000233622,transcribed_unitary_pseudogene
ENSG00000237118,transcribed_processed_pseudogene
ENSG00000269843,lncRNA
ENSG00000279108,TEC
ENSG00000255974,protein_coding
ENSG00000198077,protein_coding
ENSG00000130612,transcribed_unprocessed_pseudogene
ENSG00000198251,unprocessed_pseudogene
ENSG00000256612,transcribed_unprocessed_pseudogene
ENSG00000269353,lncRNA
ENSG00000197408,protein_coding
ENSG00000213908,unprocessed_pseudogene
ENSG00000268101,unprocessed_pseudogene
ENSG00000271299,processed_pseudogene
ENSG00000197838,protein_coding
ENSG00000197446,protein_coding
ENSG00000268529,unprocessed_pseudogene
ENSG00000224476,processed_pseudogene
ENSG00000264423,misc_RNA
ENSG00000167600,protein_coding
ENSG00000167601,protein_coding
ENSG00000269652,lncRNA
ENSG00000105323,protein_coding
ENSG00000239868,misc_RNA
ENSG00000105329,protein_coding
ENSG00000286177,lncRNA
ENSG00000142039,protein_coding
ENSG00000255730,protein_coding
ENSG00000142046,protein_coding
ENSG00000123810,protein_coding
ENSG00000277744,lncRNA
ENSG00000077348,protein_coding
ENSG00000248098,protein_coding
ENSG00000268987,lncRNA
ENSG00000268475,lncRNA
ENSG00000177191,protein_coding
ENSG00000105341,protein_coding
ENSG00000277136,misc_RNA
ENSG00000204978,protein_coding
ENSG00000267107,lncRNA
ENSG00000268034,processed_pseudogene
ENSG00000269800,processed_pseudogene
ENSG00000268355,lncRNA
ENSG00000270164,lncRNA
ENSG00000268027,lncRNA
ENSG00000007129,protein_coding
ENSG00000280014,TEC
ENSG00000239736,transcribed_unprocessed_pseudogene
ENSG00000269266,processed_pseudogene
ENSG00000105352,protein_coding
ENSG00000268997,processed_pseudogene
ENSG00000269354,processed_pseudogene
ENSG00000268582,processed_pseudogene
ENSG00000007306,protein_coding
ENSG00000105388,protein_coding
ENSG00000267881,protein_coding
ENSG00000086548,protein_coding
ENSG00000268833,lncRNA
ENSG00000170956,protein_coding
ENSG00000269119,processed_pseudogene
ENSG00000278239,lncRNA
ENSG00000273111,protein_coding
ENSG00000142025,protein_coding
ENSG00000105372,protein_coding
ENSG00000276926,miRNA
ENSG00000105369,protein_coding
ENSG00000076928,protein_coding
ENSG00000268041,protein_coding
ENSG00000105404,protein_coding
ENSG00000285505,protein_coding
ENSG00000105409,protein_coding
ENSG00000105737,protein_coding
ENSG00000105732,protein_coding
ENSG00000028277,protein_coding
ENSG00000254887,lncRNA
ENSG00000266226,miRNA
ENSG00000259436,lncRNA
ENSG00000160570,protein_coding
ENSG00000167625,protein_coding
ENSG00000105723,protein_coding
ENSG00000268643,protein_coding
ENSG00000279539,TEC
ENSG00000105722,protein_coding
ENSG00000079432,protein_coding
ENSG00000079462,protein_coding
ENSG00000188368,protein_coding
ENSG00000167619,protein_coding
ENSG00000105429,protein_coding
ENSG00000277533,miRNA
ENSG00000105427,protein_coding
ENSG00000213904,lncRNA
ENSG00000079435,protein_coding
ENSG00000268605,lncRNA
ENSG00000189377,protein_coding
ENSG00000253048,snRNA
ENSG00000269374,processed_pseudogene
ENSG00000079385,protein_coding
ENSG00000230558,unprocessed_pseudogene
ENSG00000124469,protein_coding
ENSG00000233681,unprocessed_pseudogene
ENSG00000231561,unprocessed_pseudogene
ENSG00000243167,processed_pseudogene
ENSG00000221826,protein_coding
ENSG00000124467,protein_coding
ENSG00000238092,unprocessed_pseudogene
ENSG00000225877,lncRNA
ENSG00000248257,transcribed_unprocessed_pseudogene
ENSG00000231924,protein_coding
ENSG00000170848,protein_coding
ENSG00000221878,protein_coding
ENSG00000227349,unprocessed_pseudogene
ENSG00000282943,lncRNA
ENSG00000243130,protein_coding
ENSG00000236932,unprocessed_pseudogene
ENSG00000242221,protein_coding
ENSG00000230529,unprocessed_pseudogene
ENSG00000227606,lncRNA
ENSG00000204941,protein_coding
ENSG00000243137,protein_coding
ENSG00000241104,transcribed_processed_pseudogene
ENSG00000183668,protein_coding
ENSG00000236123,unprocessed_pseudogene
ENSG00000230681,unprocessed_pseudogene
ENSG00000231412,lncRNA
ENSG00000204936,protein_coding
ENSG00000272396,lncRNA
ENSG00000204933,unprocessed_pseudogene
ENSG00000131126,protein_coding
ENSG00000124466,protein_coding
ENSG00000176531,protein_coding
ENSG00000105755,protein_coding
ENSG00000176472,protein_coding
ENSG00000073050,protein_coding
ENSG00000269177,lncRNA
ENSG00000268361,protein_coding
ENSG00000269583,lncRNA
ENSG00000234465,protein_coding
ENSG00000167378,protein_coding
ENSG00000124444,protein_coding
ENSG00000226763,protein_coding
ENSG00000131116,protein_coding
ENSG00000105767,protein_coding
ENSG00000011422,protein_coding
ENSG00000239948,misc_RNA
ENSG00000283525,transcribed_unprocessed_pseudogene
ENSG00000124449,protein_coding
ENSG00000105771,protein_coding
ENSG00000104783,protein_coding
ENSG00000159871,protein_coding
ENSG00000268601,lncRNA
ENSG00000167637,protein_coding
ENSG00000176222,protein_coding
ENSG00000278917,TEC
ENSG00000267058,lncRNA
ENSG00000286613,lncRNA
ENSG00000267191,lncRNA
ENSG00000124459,protein_coding
ENSG00000159905,protein_coding
ENSG00000204920,protein_coding
ENSG00000277806,lncRNA
ENSG00000278492,lncRNA
ENSG00000266921,lncRNA
ENSG00000159882,protein_coding
ENSG00000267144,lncRNA
ENSG00000159885,protein_coding
ENSG00000267022,protein_coding
ENSG00000178386,protein_coding
ENSG00000186026,protein_coding
ENSG00000253021,snRNA
ENSG00000267680,protein_coding
ENSG00000186019,lncRNA
ENSG00000256294,protein_coding
